WD100,Actual,A,B,C,D,E,F,G,H
Oct Average Opaque Cloud Cover Values,4.288021534320323,0.0,N/A,N/A,4.28925005606095,4.298900323684226,4.289428606101343,4.288361344537815,N/A
Oct Average Opaque Cloud Cover Absolute Errors,0,-4.288021534320323,nan,nan,0.001228521740626931,0.010878789363903074,0.001407071781020619,0.00033981021749251994,nan
Oct Average Total Horizontal Radiation Values,253.3701211305518,252.83310901749664,237.7864560678831,253.30746334145357,252.5593388614536,245.93628409754984,253.59245823145034,251.25185307062455,251.32765018339683
Oct Average Total Horizontal Radiation Absolute Errors,0,-0.5370121130551695,-15.5836650626687,-0.06265778909823894,-0.8107822690982118,-7.433837033001964,0.2223371008985282,-2.11826805992726,-2.042470947154982
Oct Average Diffuse Horizontal Radiation Values,96.8250336473755,96.33781965006729,64.13414585145846,96.8428037629071,96.41997553967757,95.70412043548087,96.70250901712596,96.41597895636443,96.71058982911337
Oct Average Diffuse Horizontal Radiation Absolute Errors,0,-0.487213997308217,-32.69088779591705,0.017770115531590136,-0.4050581076979398,-1.1209132118946314,-0.12252463024954352,-0.40905469101107883,-0.11444381826213146
Oct Average Humidity Ratio Values,N/A,0.006184854643337819,0.006192597997042646,0.006154460367429335,N/A,0.006155797398077841,0.006157266927919983,0.006157819029362571,0.0062290719682334145
Oct Average Wet Bulb Temperature Values,N/A,9.791453566621804,9.786917027154182,9.77281697074272,10.22740639272351,9.790562580012473,9.806530111782337,9.807338743647605,9.784572522823922
Oct Average Sky Temperature Values,N/A,-6.221534320323015,0.7747177175295041,3.0044185060565463,0.7882128299731301,2.9887403574711136,0.8097169777759489,3.0021955139050345,3.0018160945294414
Oct Average Horizontal Beam Radiation Values,N/A,156.49528936742934,173.6523078559465,156.4646595785463,156.1376159042101,N/A,156.8899492143244,154.83587411426046,154.61706035428352
Oct Average South 90 Total Radiation Values,N/A,38.90081426648722,38.707791028229884,37.34485640282639,36.386091759281534,40.57954613782387,36.3563530247885,36.47385194222834,37.05246745666442
Oct Average South 90 Beam Radiation Values,N/A,0.8498559892328398,6.640719269525689,0.6932292951278731,0.7380900589002493,2.3949729905428536,0.4835812477452776,0.6997067650108496,0.778706275543633
Oct Average South 90 Diffuse Radiation Values,N/A,38.05096096904442,32.067070658556275,36.65162710769851,35.64500397992456,38.184573148725505,35.87277177704322,35.7741451772175,36.273761181120776
Oct Average East 90 Total Radiation Values,N/A,116.84776177658141,63.57033606519586,101.0003390165545,103.57232435336235,75.33896110090545,103.07631612570329,104.06954166046637,103.69581846610431
Oct Average East 90 Beam Radiation Values,N/A,63.58584791386272,31.503266133089923,51.27015829218706,53.76791970457836,34.513893129116845,53.627228738801094,54.03675027583871,53.48651086287032
Oct Average East 90 Diffuse Radiation Values,N/A,53.26191251682368,32.067070658556275,49.73018072436743,49.801850398718116,40.82506797530728,49.44908738690218,50.03279138462769,50.209307603234
Oct Average North 90 Total Radiation Values,N/A,117.28212113055181,100.69199197190389,109.19352165450883,113.45575168626507,106.14720455054554,115.79237477105384,116.34363723145168,120.22499535279442
Oct Average North 90 Beam Radiation Values,N/A,63.0178734858681,68.62492102024385,57.5564764750323,61.68274999072352,57.25178979581347,63.4879102413918,64.05343765627804,66.4296916606245
Oct Average North 90 Diffuse Radiation Values,N/A,54.26427456258412,32.067070658556275,51.6370451794764,51.77055511154923,48.895414664615885,52.304464529662035,52.29019957517371,53.79530369216994
Oct Average West 90 Total Radiation Values,N/A,108.02854912516824,181.18457636228118,117.35480053607006,119.02491727338621,165.71591638550115,118.36636365965735,119.04370085630846,119.75264113387802
Oct Average West 90 Beam Radiation Values,N/A,55.02424495289368,149.11749667495715,64.11204646729745,65.87830286789927,89.26774871171601,65.75676224638404,65.64029644485376,65.97407319369871
Oct Average West 90 Diffuse Radiation Values,N/A,53.0043270524899,32.067070658556275,53.24275406877253,53.143979572839235,76.44816742431294,52.609601413273296,53.403404411454595,53.7785679401793
Oct Average 45 East 90 Total Radiation Values,N/A,74.32945087483176,40.90602330676116,64.99199351453561,64.60806932521913,47.79657577446779,63.78384358231676,64.36879639434471,63.87866259785243
Oct Average 45 East 90 Beam Radiation Values,N/A,29.359834454912516,8.83895365521255,22.49429722974429,22.805029301730233,11.687461737691104,22.194508845327107,22.42221884159015,21.822795008735202
Oct Average 45 East 90 Diffuse Radiation Values,N/A,44.96962180349932,32.067070658556275,42.49769628479134,41.80063373562765,36.109114075871574,41.58933473698967,41.94657755275455,42.05586758911719
Oct Average 45 West 90 Total Radiation Values,N/A,66.83910094212652,119.37834450316024,73.91544297617756,72.99888146858592,109.25969442402693,71.98945349474548,72.4655997339231,72.46849663276213
Oct Average 45 West 90 Beam Radiation Values,N/A,22.299131897711973,87.31127217320987,29.661733026541047,29.492686792683173,47.255094879758424,28.824662753346075,28.838507967087455,28.60773856825728
Oct Average 45 West 90 Radiation Values,N/A,44.53995827725437,32.067070658556275,44.25370994963659,43.503331414623354,62.004599456677695,43.16479074139941,43.627091766835605,43.86075806450485
Oct Average East 30 Total Radiation Values,N/A,234.33018977119787,179.8460741920934,223.1949067414535,223.91106069586465,196.184658121474,224.08106453387273,223.17780814242644,222.43932779803166
Oct Average East 30 Beam Radiation Values,N/A,140.73206998654103,120.0080939404307,131.99142613671597,132.9771334057147,113.03441629661357,133.14511011900666,132.15155246747514,131.26490726407633
Oct Average East 30 Diffuse Radiation Values,N/A,93.59811843876177,59.83797802325586,91.20348060473758,90.93157460785544,83.1502422495573,90.93595441486605,91.02625567495058,91.17442053395555
Oct Average South 30 Total Radiation Values,N/A,187.95636473755047,179.2331837968801,191.54646270511446,188.1665811915893,186.5789712987574,187.60020906955253,185.74172046095038,183.96846563674282
Oct Average South 30 Beam Radiation Values,N/A,103.56641453566623,119.39520778795469,107.06852148804853,104.97756836451971,102.59475755018526,104.36851712123212,102.64818974576104,101.06074279675592
Oct Average South 30 Diffuse Radiation Values,N/A,84.3899542395693,59.83797802325586,84.47794121706596,83.18641794208699,83.98421397104453,83.23169194832039,83.09353071518898,82.90772283998737
Oct Average West 30 Total Radiation Values,N/A,228.64574562584116,269.129598261191,238.242499837012,237.8492616538214,264.8778257992917,237.9484404643586,236.70328730736512,236.95317154552885
Oct Average West 30 Beam Radiation Values,N/A,134.98859488559893,209.29160624626962,143.8023084110767,143.91649226520022,157.71537985890302,144.14481033951736,142.6705459605852,142.57653590573557
Oct Average West 30 Diffuse Radiation Values,N/A,93.65716285329746,59.83797802325586,94.44019142593535,93.93003999606366,107.16244578463973,93.80363012484123,94.03274134677957,94.37663563979338
Nov Average Dry Bulb Temperature Values,17.915577190542418,17.915577190542418,17.910575774413104,17.915577190542418,17.910964951880523,17.910951890643997,17.910459351005123,17.911353768669674,17.911334061601462
Nov Average Dry Bulb Temperature Absolute Errors,0,0.0,-0.005001416129314151,0.0,-0.004612238661895418,-0.004625299898421531,-0.005117839537295055,-0.004223421872744382,-0.004243128940956353
Nov Average Relative Humidity Values,55.46592489568846,55.46682892906815,55.430062314210026,55.47868609238722,55.47377478949285,55.4620255880697,55.47506704093839,55.474036123654045,55.47065254731945
Nov Average Relative Humidity Absolute Errors,0,0.000904033379690361,-0.03586258147843324,0.012761196698761523,0.007849893804390717,-0.003899307618759451,0.009142145249931843,0.008111227965585499,0.004727651630993535
Nov Average Dew Point Temperature Values,7.726495132127955,7.726495132127955,7.725754986650907,7.726674411258545,N/A,7.723008670257006,7.725469768877573,7.725751121232891,7.748909123753743
Nov Average Dew Point Temperature Absolute Errors,0,0.0,-0.0007401454770477045,0.0001792791305899044,nan,-0.003486461870948254,-0.0010253632503820498,-0.000744010895063596,0.022413991625787943
Nov Average Wind Speed Values,3.878164116828929,3.878164116828929,3.8779346955132743,3.878164116828917,3.8747221289598683,3.872830224210819,3.8749667206852623,3.875646926016067,3.773956636026888
Nov Average Wind Speed Absolute Errors,0,0.0,-0.00022942131565484303,-1.199040866595169e-14,-0.003441987869060803,-0.005333892618110347,-0.003197396143666875,-0.002517190812862058,-0.10420748080204101
Nov Average Wind Direction Values,177.37134909596662,177.37134909596662,177.30212529517934,172.80250347705146,177.21140414529347,177.059153964098,177.20191621329616,176.93187738798193,178.5126520640553
Nov Average Wind Direction Absolute Errors,0,0.0,-0.06922380078728452,-4.568845618915162,-0.1599449506731503,-0.31219513186863423,-0.16943288267046341,-0.43947170798469415,1.1413029680886666
Nov Average Station Pressure Values,959.1504520166899,959.1787204450626,957.5819999999899,959.1504520166915,959.1883491008688,958.6286252423598,959.1502138798855,959.1502040639119,958.7799999999758
Nov Average Station Pressure Absolute Errors,0,0.02826842837271215,-1.5684520167000073,1.5916157281026244e-12,0.03789708417889415,-0.5218267743300657,-0.00023813680434159323,-0.0002479527779541968,-0.3704520167141254
Nov Average Total Cloud Cover Values,3.777468706536857,0.0,3.7777469092929574,N/A,3.777749216901877,3.7855103924092823,3.7777617008141378,3.7777005904828065,3.777645082134981
Nov Average Total Cloud Cover Absolute Errors,0,-3.777468706536857,0.0002782027561005762,nan,0.0002805103650200813,0.008041685872425486,0.0002929942772809113,0.00023188394594964024,0.00017637559812433423
Nov Average Opaque Cloud Cover Values,3.777468706536857,0.0,N/A,N/A,3.777749216901877,3.7855103924092823,3.7777617008141378,3.7777005904828065,N/A
Nov Average Opaque Cloud Cover Absolute Errors,0,-3.777468706536857,nan,nan,0.0002805103650200813,0.008041685872425486,0.0002929942772809113,0.00023188394594964024,nan
Nov Average Total Horizontal Radiation Values,315.2239221140473,313.65924895688454,301.8420828437956,315.1464324618913,314.26189552579683,309.1180184127458,315.2639697029054,313.593535057474,313.4965825814167
Nov Average Total Horizontal Radiation Absolute Errors,0,-1.5646731571627583,-13.381839270251703,-0.07748965215597536,-0.9620265882504668,-6.105903701301486,0.040047588858101335,-1.6303870565732836,-1.7273395326305945
Nov Average Diffuse Horizontal Radiation Values,102.19888734353269,100.92141863699582,61.70846495242375,102.20373631307376,102.01555728410415,101.10431025837157,102.06951839752348,102.03102522045702,102.08420912723514
Nov Average Diffuse Horizontal Radiation Absolute Errors,0,-1.2774687065368653,-40.490422391108936,0.004848969541072279,-0.18333005942854186,-1.09457708516112,-0.12936894600920823,-0.16786212307566473,-0.11467821629754837
Nov Average Humidity Ratio Values,N/A,0.0070046891515994445,0.007013758472704575,0.006969985148817806,N/A,0.0069772318304303195,0.006977099617522822,0.006977210891425213,0.007058131630133752
Nov Average Wet Bulb Temperature Values,N/A,12.02614742698192,12.026629199888873,11.99590088011209,12.53745015428576,12.038906906991835,12.05048502842779,12.050177286014968,12.025336740826162
Nov Average Sky Temperature Values,N/A,-1.935605006954103,4.059345864817193,6.194001460361636,4.080195508626041,6.242780117658991,4.0916866262071165,6.195135132507855,6.253793384579641
Nov Average Horizontal Beam Radiation Values,N/A,212.73783031988873,240.13360600041537,212.9426961488177,212.24557447475266,N/A,213.19445130538193,211.5625098370173,211.4123734541818
Nov Average South 90 Total Radiation Values,N/A,47.26240472878998,48.4149289235175,45.96163707652294,45.672549707348765,54.07730843622293,44.555201521736194,45.34265548080015,45.10586650709057
Nov Average South 90 Beam Radiation Values,N/A,7.227627260083449,17.560699653379533,7.233276851947156,7.147812829972178,10.100884539323635,6.315812069035707,6.793704080132629,6.4186405855824535
Nov Average South 90 Diffuse Radiation Values,N/A,40.03477468706537,30.854230020891713,38.72836022457577,38.52159716000871,43.97642396379763,38.23938945270049,38.548951400667576,38.687225921508116
Nov Average East 90 Total Radiation Values,N/A,143.3570264255911,77.5007560939557,127.98901142700987,129.7268988082235,94.63262174350376,129.26255491215855,130.21323587375977,130.13785139802988
Nov Average East 90 Beam Radiation Values,N/A,86.89696801112656,46.64652858262357,74.00909648611952,75.19299370020684,50.74373713082409,75.09728977832512,75.50010531528672,75.3040115590821
Nov Average East 90 Diffuse Radiation Values,N/A,56.4600611961057,30.854230020891713,53.979914940890026,54.53098795220901,43.88888457085395,54.16526513383345,54.71313055847277,54.83383983894775
Nov Average North 90 Total Radiation Values,N/A,85.81102642559111,75.65390130857044,79.99878506956883,83.61215782989727,80.50355957396401,84.99206116612571,85.38102199802807,93.67057695697008
Nov Average North 90 Beam Radiation Values,N/A,38.64196244784423,44.79966627847768,35.02329906546593,38.19830793467152,37.050968494444675,39.165874751623335,39.662694190776264,45.82683715926018
Nov Average North 90 Diffuse Radiation Values,N/A,47.1690611961057,30.854230020891713,44.97548600410293,45.410724201106596,43.45259087246989,45.826186414502374,45.71832780725181,47.843739797710015
Nov Average West 90 Total Radiation Values,N/A,117.08558136300417,179.6397601778597,127.03917054105702,130.75360501182556,178.48445873753016,130.18218425347868,130.91085183457312,130.4897475648044
Nov Average West 90 Beam Radiation Values,N/A,63.176353268428365,148.78552651479495,72.72437415368569,75.61312473056108,101.03152871463149,75.43530583294765,75.60795778687675,75.17174983174341
Nov Average West 90 Diffuse Radiation Values,N/A,53.90923504867872,30.854230020891713,54.31479638737136,55.13707675278018,77.45292999801336,54.74687842053101,55.30289404769632,55.317997733061084
Nov Average 45 East 90 Total Radiation Values,N/A,102.90026286509041,52.54486221980703,92.0442697927956,91.78363940979735,65.25475328105018,90.76098742281049,91.6841901160685,89.56062908495102
Nov Average 45 East 90 Beam Radiation Values,N/A,53.90380250347705,21.69063489021794,44.82664595522253,44.51685279089703,26.286354668824032,43.915605076062974,44.318541455680304,42.477127545923956
Nov Average 45 East 90 Diffuse Radiation Values,N/A,48.99646036161335,30.854230020891713,47.21762383757297,47.26402230850177,38.96839861819904,46.84538234674753,47.36564866038805,47.083501539027154
Nov Average 45 West 90 Total Radiation Values,N/A,83.31559527121003,134.53701803311716,92.04829242700971,93.44371101304996,136.0175300413201,92.31727074051749,92.92737041844235,90.79655578732395
Nov Average 45 West 90 Beam Radiation Values,N/A,35.63164951321279,103.68278917071935,44.42590604002645,45.52153988340533,67.25456404730487,44.83077758004003,44.94516030177786,43.13897734032966
Nov Average 45 West 90 Radiation Values,N/A,47.68394714881781,30.854230020891713,47.622386386983315,47.91905915870456,68.76296612104002,47.48649316047746,47.982210116664646,47.657578446994286
Nov Average East 30 Total Radiation Values,N/A,295.15550625869264,234.35391266238037,286.45187021043114,285.67703217578674,253.92864843239389,285.9031038697558,285.3750988944068,284.9010393663417
Nov Average East 30 Beam Radiation Values,N/A,196.02596801112654,176.77913142586192,188.13639986029202,187.40371603421414,164.53880126065224,187.769054838781,187.0204862261436,186.51244034216145
Nov Average East 30 Diffuse Radiation Values,N/A,99.12956884561892,57.574784047298316,98.31547035013901,98.27003740199811,89.38984719625945,98.13404903097478,98.35461266826378,98.38859902418056
Nov Average South 30 Total Radiation Values,N/A,259.7356731571627,251.91709092325203,264.7086693425594,262.1816675729879,261.90483959061237,261.6099620888653,260.617330084951,256.16692468029646
Nov Average South 30 Beam Radiation Values,N/A,166.40060917941585,194.34230168884463,170.51649494353254,168.51892624791358,166.54576922148354,168.20677943505143,167.02063081470212,163.36819693753554
Nov Average South 30 Diffuse Radiation Values,N/A,93.33510292072323,57.574784047298316,94.19217439902643,93.65982415926345,95.35907012746048,93.40318265381384,93.59669927024926,92.79872774276126
Nov Average West 30 Total Radiation Values,N/A,272.30548261474274,316.76277511550137,284.72834222016684,285.5872436847857,317.42689833021325,285.6519905921498,285.0101886448915,284.289333890095
Nov Average West 30 Beam Radiation Values,N/A,175.20770931849793,259.1879933012919,186.24855171696808,186.96499902810697,205.52430019852457,187.20110553027592,186.31140755054798,185.6385701579447
Nov Average West 30 Diffuse Radiation Values,N/A,97.09779554937414,57.574784047298316,98.47979050319894,98.6200774346053,111.9025988621665,98.45088506187386,98.69878109434336,98.6507637321503
Dec Average Dry Bulb Temperature Values,20.376244952893675,20.376244952893675,20.36929896491465,20.376244952893675,20.369666109014503,20.36826993028657,20.36910332885255,20.370432773109243,15.36215607109514
Dec Average Dry Bulb Temperature Absolute Errors,0,0.0,-0.006945987979026569,0.0,-0.006578843879172069,-0.007975022607105586,-0.007141624041125283,-0.005812179784431493,-5.014088881798536
Dec Average Relative Humidity Values,53.472409152086136,53.43882907133244,53.41452082269111,53.45031854032435,53.498603136833744,53.49046291158981,53.50099884246291,53.496764705882356,68.2035750525428
Dec Average Relative Humidity Absolute Errors,0,-0.03358008075369412,-0.05788832939502697,-0.022090611761782952,0.026193984747607146,0.018053759503672495,0.02858969037677639,0.024355553796219453,14.731165900456666
Dec Average Dew Point Temperature Values,9.289771197846568,9.289771197846568,9.29314375165479,9.289780826177154,N/A,9.287862364183955,9.291214387065454,9.291168059687223,9.378221864024553
Dec Average Dew Point Temperature Absolute Errors,0,0.0,0.003372553808222989,9.62833058615331e-06,nan,-0.0019088336626129632,0.0014431892188859763,0.0013968618406554612,0.08845066617798558
Dec Average Wind Speed Values,3.9462987886944823,3.9462987886944823,3.946290936550617,3.946298788694466,3.944752325118064,3.94404184979551,3.9452699675142804,3.945521008403472,2.7955566040369857
Dec Average Wind Speed Absolute Errors,0,0.0,-7.852143865338945e-06,-1.6431300764452317e-14,-0.001546463576418411,-0.0022569388989723826,-0.0010288211802018665,-0.0007777802910102771,-1.1507421846574966
Dec Average Wind Direction Values,181.03230148048453,181.03230148048453,181.0129049603446,173.86776581426648,181.01968921419459,181.02816545762934,181.01743540196406,178.11584033613445,178.54967104412668
Dec Average Wind Direction Absolute Errors,0,0.0,-0.01939652013993509,-7.1645356662180575,-0.012612266289949048,-0.004136022855192323,-0.014866078520469728,-2.9164611443500803,-2.4826304363578515
Dec Average Station Pressure Values,959.0978869448182,959.107671601615,957.5820000000571,959.0978869448195,959.1102758037649,958.5659978991597,959.0966228622904,959.0968592436992,958.780000000084
Dec Average Station Pressure Absolute Errors,0,0.009784656796796298,-1.5158869447611778,1.2505552149377763e-12,0.012388858946678738,-0.531889045658545,-0.0012640825278822376,-0.0010277011190282792,-0.31788694473425494
Dec Average Total Cloud Cover Values,2.89300134589502,0.0,2.897365237263074,N/A,2.895236411066429,2.8930570063621057,2.8955392815802194,2.895378151260504,4.37758454213808
Dec Average Total Cloud Cover Absolute Errors,0,-2.89300134589502,0.004363891368053707,nan,0.002235065171408923,5.566046708560535e-05,0.002537935685199333,0.0023768053654840138,1.4845831962430598
Dec Average Opaque Cloud Cover Values,2.89300134589502,0.0,N/A,N/A,2.895236411066429,2.8930570063621057,2.8955392815802194,2.895378151260504,N/A
Dec Average Opaque Cloud Cover Absolute Errors,0,-2.89300134589502,nan,nan,0.002235065171408923,5.566046708560535e-05,0.002537935685199333,0.0023768053654840138,nan
Dec Average Total Horizontal Radiation Values,343.48183041722746,341.6056527590848,327.14312808468003,343.38735161843886,342.141100324102,336.24071240755876,343.53695720900305,341.68508733073577,29.005590488105636
Dec Average Total Horizontal Radiation Absolute Errors,0,-1.8761776581426375,-16.338702332547427,-0.09447879878860022,-1.340730093125444,-7.241118009668696,0.05512679177559221,-1.7967430864916878,-314.47623992912185
Dec Average Diffuse Horizontal Radiation Values,103.47240915208614,102.05989232839839,57.31479495120342,103.48454848909822,103.22246454608147,102.47878953326838,103.34462559099838,103.2380268698731,8.77552761570842
Dec Average Diffuse Horizontal Radiation Absolute Errors,0,-1.4125168236877528,-46.157614200882726,0.012139337012072815,-0.24994460600467505,-0.9936196188177604,-0.12778356108776734,-0.2343822822130477,-94.69688153637773
Dec Average Humidity Ratio Values,N/A,0.007875521534320324,0.00788557699421964,0.00783614023889637,N/A,0.007849679328892537,0.007849844751094359,0.007849796197278608,0.007835453943797838
Dec Average Wet Bulb Temperature Values,N/A,13.808546433378197,13.804450192230153,13.766917806778041,14.355252803451082,13.821863993155857,13.83498085032711,13.83462007886363,11.873500979016585
Dec Average Sky Temperature Values,N/A,1.3384253028263795,5.567403214764085,8.148350672947535,5.60031710173742,8.152064588530724,5.588082549407561,8.148695708439751,4.425300534404291
Dec Average Horizontal Beam Radiation Values,N/A,239.5457604306864,269.8283410892505,239.90280312934058,238.91786971595218,N/A,240.19233161800463,238.4470604608626,20.230062872397202
Dec Average South 90 Total Radiation Values,N/A,57.1228331090175,69.00044358166771,55.62167843310905,56.34754608210401,65.62306237881299,55.01500813012657,56.01772888027948,4.5536047586810735
Dec Average South 90 Beam Radiation Values,N/A,15.750885598923283,40.34304919447866,15.202418866300135,15.790130300179507,19.25309525429952,14.84871751103669,15.46386315349594,1.1278628357563032
Dec Average South 90 Diffuse Radiation Values,N/A,41.371946164199194,28.65739449038871,40.41925956680884,40.55413554329035,46.36996702566242,40.166290619089885,40.55386572678374,3.425741922924769
Dec Average East 90 Total Radiation Values,N/A,151.0692476446837,82.68268134345058,142.1132540563931,140.2412205639613,103.95078127021738,139.6653630543979,139.9404912171681,11.98139071529268
Dec Average East 90 Beam Radiation Values,N/A,94.98218304172275,54.02528656228373,86.35628237681023,84.53287656748614,59.19796075074738,84.32848132054106,84.24421503578216,7.213252078831222
Dec Average East 90 Diffuse Radiation Values,N/A,56.08706729475101,28.65739449038871,55.75697167958273,55.70539986222591,44.75282032608172,55.336881733856835,55.69627618138567,4.768138636461461
Dec Average North 90 Total Radiation Values,N/A,67.95843472409152,56.56319937007616,66.1206100119785,66.07778479368783,64.19014252592723,66.56543543763982,67.04747058243714,6.660131586891463
Dec Average North 90 Beam Radiation Values,N/A,24.438611036339164,27.905801146589074,24.046462237356646,24.228014954966383,24.0499444553663,24.43824216904627,25.164366611074275,2.866353646969117
Dec Average North 90 Diffuse Radiation Values,N/A,43.5198196500673,28.65739449038871,42.074147774621814,41.846960105571355,40.14019805637916,42.12719326859355,41.883103971362885,3.793777939922342
Dec Average West 90 Total Radiation Values,N/A,129.53670794078062,209.55185016858024,139.16975307415876,142.7449773610536,189.55657944177506,142.29873993611022,143.52071284229052,12.10458281215138
Dec Average West 90 Beam Radiation Values,N/A,74.88310632570659,180.89445704127832,84.56006076271865,87.07300242796498,113.67885178382907,86.96948540215448,87.77685767413422,7.353487052844236
Dec Average West 90 Diffuse Radiation Values,N/A,54.65360834454913,28.65739449038871,54.60969231144013,55.668882594644614,75.87772775060114,55.32925453395574,55.743855168156074,4.751095759307145
Dec Average 45 East 90 Total Radiation Values,N/A,119.10375639300133,60.15420189729124,109.75795140497982,107.88206715376288,77.05346740796975,106.88327331336733,107.27356358991054,8.876815210577044
Dec Average 45 East 90 Beam Radiation Values,N/A,68.55860969044414,31.496804380420652,59.70713409771197,58.02427759449142,36.624266909344605,57.480204558270344,57.437401816702646,4.6720020720477455
Dec Average 45 East 90 Diffuse Radiation Values,N/A,50.545150740242256,28.65739449038871,50.050817307267856,49.854670456762996,40.42920056112862,49.40306875509696,49.83616177320794,4.204813138529282
Dec Average 45 West 90 Total Radiation Values,N/A,97.59647510094213,175.41761626617426,106.49016793768509,109.8437712196766,155.16352870850378,108.96986977931611,110.0440789474926,8.9637765647699
Dec Average 45 West 90 Beam Radiation Values,N/A,48.49318977119785,146.7602256140574,57.760448571265165,60.153326913615665,85.0615936950375,59.68045240989822,60.30136537296404,4.783929816705085
Dec Average 45 West 90 Radiation Values,N/A,49.10329475100942,28.65739449038871,48.72971936641997,49.6877288230737,70.10193506422539,49.28941736941787,49.74271357452881,4.179846748064818
Dec Average East 30 Total Radiation Values,N/A,317.37432839838493,252.5337573493613,311.991876681023,309.36730479897375,276.22880643287374,309.69009558974835,308.58969506806164,26.23061969079296
Dec Average East 30 Beam Radiation Values,N/A,217.49690174966358,199.05832227556147,211.67096252609664,209.40545368396866,185.10828478479837,209.8208581224796,208.6460486856191,17.725603618951887
Dec Average East 30 Diffuse Radiation Values,N/A,99.87744279946165,53.475433287001266,100.32091415492594,99.95857060534306,91.12052194599093,99.8692374672688,99.94364638244227,8.505016071841114
Dec Average South 30 Total Radiation Values,N/A,298.40303903095554,293.3722455856914,301.3048830215344,300.9133926412496,299.86081118619364,301.0528127529519,299.8999068100497,24.86684224007774
Dec Average South 30 Beam Radiation Values,N/A,201.21099327052488,239.89680904220356,203.33767304487188,202.91346479613853,199.9877842848529,203.21789864640346,201.87583879469392,16.649194095697347
Dec Average South 30 Diffuse Radiation Values,N/A,97.19206460296097,53.475433287001266,97.96720997666218,97.99701074595518,99.87302643026248,97.83491410654844,98.02406801535464,8.217648144380385
Dec Average West 30 Total Radiation Values,N/A,299.836998654105,350.7853549552371,309.98796141184386,311.8528498937649,342.5235014515063,312.29031273845254,311.98091242893605,26.366829719203572
Dec Average West 30 Beam Radiation Values,N/A,201.0438721399731,297.30994409248734,210.37286238473752,211.79925998570798,230.16999513823507,212.33185667684083,211.8626878535458,17.86687287007685
Dec Average West 30 Diffuse Radiation Values,N/A,98.79316554508749,53.475433287001266,99.61509902710638,100.05061872903521,112.35350657570262,99.95845606161166,100.11822457539043,8.499956849126692
WD400,Actual,A,B,C,D,E,F,G,H
Annual Average Dry Bulb Temperature Values,-11.815960726110287,-11.815960726110287,-11.816739888448526,-11.81596072611019,-11.816667775866113,-11.816579820195331,-11.816754444169622,-11.816449527669613,-11.81685814626699
Annual Average Dry Bulb Temperature Absolute Errors,0,0.0,-0.0007791623382384927,9.769962616701378e-14,-0.0007070497558263611,-0.0006190940850441251,-0.0007937180593344806,-0.0004888015593262907,-0.0008974201567024664
Annual Average Relative Humidity Values,84.19408608288617,82.15446968832059,82.13013620931828,82.15218234168468,84.19396947997114,84.19262561249936,84.19396112976722,84.19411227489368,84.19380913608101
Annual Average Relative Humidity Absolute Errors,0,-2.0396163945655843,-2.0639498735678927,-2.0419037412014944,-0.00011660291502835207,-0.001460470386817292,-0.00012495311895577288,2.619200751041717e-05,-0.000276946805158218
Annual Average Dew Point Temperature Values,-14.050736385432128,-14.050736385432128,-14.051288679845346,-14.050399247619433,N/A,-14.051345917299365,-14.051536948601106,-14.046451252926293,-13.748869294348752
Annual Average Dew Point Temperature Absolute Errors,0,0.0,-0.0005522944132181351,0.0003371378126946212,nan,-0.000609531867237223,-0.0008005631689780301,0.004285132505835065,0.30186709108337517
Annual Average Wind Speed Values,5.443492407809111,5.443492407809111,5.446871963584239,5.443492407808916,5.443763658102907,5.4443102107790535,5.444301220521503,5.444074103143344,5.4138515554637845
Annual Average Wind Speed Absolute Errors,0,0.0,0.0033795557751279404,-1.9451107391432743e-13,0.0002712502937960437,0.0008178029699426048,0.0008088127123917488,0.0005816953342332454,-0.02964085234532643
Annual Average Wind Direction Values,139.45484644365794,139.45484644365794,139.44822429480104,128.46629181413402,139.44881451441404,139.45514316085797,139.44814725850387,135.54649818773368,137.5071006436176
Annual Average Wind Direction Absolute Errors,0,0.0,-0.006622148856905596,-10.988554629523918,-0.006031929243903278,0.0002967172000296614,-0.006699185154076304,-3.908348255924267,-1.9477458000403374
Annual Average Station Pressure Values,1014.5711268409635,1014.5711268409635,1012.0399999993252,1014.5711268409635,1014.576327693093,1014.5716531901005,1014.5717518161954,1014.5714204172493,1012.0700000002457
Annual Average Station Pressure Absolute Errors,0,0.0,-2.5311268416382973,0.0,0.005200852129519262,0.0005263491369760231,0.0006249752318581159,0.0002935762857987356,-2.5011268407178022
Annual Average Total Cloud Cover Values,6.84130608516954,0.0,6.841630612221064,N/A,6.841607291288662,6.8412844941118145,6.841636621352942,6.841576529010531,6.84164252855938
Annual Average Total Cloud Cover Absolute Errors,0,-6.84130608516954,0.0003245270515241927,nan,0.0003012061191220994,-2.159105772570058e-05,0.0003305361834016196,0.00027044384099106367,0.0003364433898394026
Annual Average Opaque Cloud Cover Values,5.967119534193401,0.0,N/A,N/A,5.967503595341546,5.966363027468679,5.96754154815019,5.967464824909387,N/A
Annual Average Opaque Cloud Cover Absolute Errors,0,-5.967119534193401,nan,nan,0.0003840611481447098,-0.0007565067247217172,0.00042201395678898024,0.00034529071598576877,nan
Annual Average Total Horizontal Radiation Values,81.45256307797693,81.03396506450508,77.49399439558762,81.03745921434397,81.23767038822615,80.82590612639821,81.36660373104017,81.0682413966276,80.92654573594945
